ID,Drone,Day,Mo,Year,City_original,State,Country,Location.new,Geocluster,Latitude,Longitude,Collector,Varroa,Other_obs,Weather,Beekeeper,ABPV,AM,AR,BQCV,CBPV,DWV,IAPV,KBV,LSV,SBPV,SV,VDV1,VDV2,VDV3,VO1,VTV,Afr.Extent,V.arrival
1800,,16,7,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,"0.450KG, PIQUERA PROPOLIZADA DEJONDO UN HUECO PEQUENO",NA,TRAPLINE,7.93738,6.99424,0,0,0,0,0,0,50.8984,0,34.17,0,0,0,0,0,90.72352186,0
1801,,16,7,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,"NO ZANG, ENJ PARCIAL",LLUVIA FUERTE,TRAPLINE,0,0.146765,0,0,0,0,0,0,99.8532,0,0,0,0,0,0,0,63.59987705,0
1802,,16,7,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,"NO ZANG, ENJ PARCIAL, BASTANTE POLEN, SIN NECTAR",LLUVIA FUERTE,TRAPLINE,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,90.75194568,0
1803,,16,7,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,"1.24KG, ESTA COLMENA OCUPABA LA MITAD DE LA TRAMPA-LA PARTE DE ABAJO FUE OCUPADO POR RATAS- SE SACO UNA FOTO",NA,TRAPLINE,0,1.1927,0,0,0,0,0,0,98.8073,0,0,0,0,0,0,0,47.14586538,0
1807,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"0.80KG, POCO NECTAR Y POLEN, NO ZANG, ENJ PARCIAL",NA,TRAPLINE,38.5696,0,0,0,0,0,0,0,61.4304,0,0,0,0,0,0,0,78.3771726,0
1808,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"1.00KG, POCOS ZANG, MUCHO HUEVECILLOS, ENJ PARCIAL",NA,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9999999,0
1809,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"0.30KG, NO ZANG, ENJ ENTERO",NA,TRAPLINE,0,0.220438,0,4.39526,0,0,0,0,82.6321,0,12.7522,0,0,0,0,0,90.33970537,0
1810_B,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"0.17KG, ENJ PEQUENO, MUCHA MIEL, POCO POLEN, MUEST DE ENJ ENTERO",NA,TRAPLINE,0,3.57526,0,13.2497,0,0,0,0,19.086,0,64.089,0,0,0,0,0,99.9999999,0
1811,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"0.65KG, MUES. DE ENJ PARCIAL, MUCHA MIEL, POCO POLEN, NO ZANG",NA,TRAPLINE,0,1.42371,0,0,98.5763,0,0,0,0,0,0,0,0,0,0,0,93.4281258,0
1812,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"0.65KG, NO ZANGANOS, MUESTRA DE ENJ ENTERO",NA,TRAPLINE,0,0,0,0,0,10.4612,0,0,89.5388,0,0,0,0,0,0,0,80.58553348,0
1813,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"MUESTRA DE ENJ ENTERO, BASTANTE MIEL, POCO POLEN",NA,TRAPLINE,0,3.25213,0,96.7479,0,0,0,0,0,0,0,0,0,0,0,0,75.31759828,0
1814,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"0.70KG, MUESTRA DE ENJ PARCIAL, NO ZANGANOS, POCA MIEL, BASTANTE POLEN",NA,TRAPLINE,0,0.687413,0,30.6117,0,0,0,0,58.83,0,9.87083,0,0,0,0,0,99.9999999,0
1815,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"0.45KG, ENJ PEQUENO, NO ZANGANOS, MUESTRA DE ENJAMBRE PARCIAL",NA,TRAPLINE,0,0.895487,0,10.7517,0,0,0,0,15.5744,0,72.7784,0,0,0,0,0,99.70965526,0
1816,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"1.6KG?, MUESTRA DE ENJ PARCIAL",NA,TRAPLINE,0,0.115356,0,16.4673,0,0,0,0,35.631,0,47.7864,0,0,0,0,0,89.00045629,0
1817,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"ENJ MUY PEQUENA, NIDO DE ARDILLAS Y RATAS, 3 ARDILLITAS",NA,TRAPLINE,0,2.56622,0,0,0,0,0,0,0,0,97.4338,0,0,0,0,0,70.4419559,0
1818,,17,7,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,WLR ET AL,NA,"ENJ PEQUENO, SIN ZANGANO, NIDO DE RATA",NA,TRAPLINE,0,0.175201,0,0,24.9315,0,0,0,74.8933,0,0,0,0,0,0,0,82.5146509,0
1819,,17,7,1991,ACMBRES-VICT,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.25KG, NO MIEL POLEN ZANG",MEDIO NUBLADO,TRAPLINE,0,0.26505,0,94.6487,0,0,0,0,0,0,5.08622,0,0,0,0,0,96.71871183,0
1822,,16,7,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR ET AL,NA,TRASIEGO #9 NO DATA ON FIELD SHEETS.-WCK,NUBLADO,TRAPLINE,0,1.18418,0,85.0995,0,0,0,0,0,0,13.7163,0,0,0,0,0,99.9999999,0
1826,,13,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.55KG, HAY MIEL Y POLEN, NO ZANGANOS",DESPEJADO,TRAPLINE,0,3.24749,0,96.7525,0,0,0,0,0,0,0,0,0,0,0,0,89.50772489,0
1827,,13,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.650KG, MIEL Y POLEN, PANALES CAIDOS",DESPEJADO,TRAPLINE,0,2.87022,0,0,0,0,0,0,97.1298,0,0,0,0,0,0,0,99.9999999,0
1829_B,,13,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.52KG, MIEL Y POLEN, HAY ZANGANOS",DESPEJADO,TRAPLINE,0,26.4926,0,0,0,0,0,0,73.5074,0,0,0,0,0,0,0,88.30450779,0
1830,,13,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.00KG, MIEL Y POLEN",DESPEJADO,TRAPLINE,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,71.89643045,0
1834,,14,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.650KG, POCA MIEL Y POLEN, NO ZANGANOS",DESPEJADO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.85509016,0
1835,,14,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.450KG, HAY POLEN, NO HAY MIEL, ENJAMBRE POR FUERA, NO ZANGANOS",DESPEJADO,TRAPLINE,93.3427,0,1.33799,0,0,0,0,0,3.18201,0,2.13727,0,0,0,0,0,72.18738326,0
1836,,14,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.050KG, POCA MIEL Y POLEN, NO ZANGANOS",DESPEJADO,TRAPLINE,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.32435649,0
1838,,14,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.600KG, MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,4.50444,0,0,0,0,0,0,95.4956,0,0,0,0,0,0,0,59.40603508,0
1839_A,,14,8,1991,SLM-ALDAMA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"JHZM,MDR",NA,"0.750KG, MIEL Y POLEN, NO ZANG",DESPEJADO CON VIENTO,TRAPLINE,0,0.172656,0,10.2932,49.7106,0,0,0,0,0,39.8235,0,0,0,0,0,81.09253045,0
1840,,14,8,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM,MDR",NA,"0.700KG, MIEL Y POLEN, NO ZANG",DESPEJADO CON VIENTO,TRAPLINE,0,5.19453,0,38.7741,0,0,0,0,56.0313,0,0,0,0,0,0,0,84.94911536,0
1843,,14,8,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM,MDR",NA,"1.300KG, MIEL Y POLEN, CELD ZANG",DESPEJADO CON VIENTO,TRAPLINE,0,0.571198,0,33.8794,0,0,0,0,0,0,65.5494,0,0,0,0,0,81.47372157,0
1844,,14,8,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM,MDR",NA,"0.600KG, MIEL Y POLEN, NO ZANG, ENJ PARCIAL",SOLEADO,TRAPLINE,0,1.4613,0,0,0,0,0,0,10.188,0,88.3507,0,0,0,0,0,61.12798893,0
1845,,14,8,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM,MDR",NA,"1.00KG, MIEL Y POLEN, NO ZANG, PANALES CAIDOS, ENJ PARCIAL",SOLEADO,TRAPLINE,0,3.28104,0,61.282,0,0,0,0,35.4369,0,0,0,0,0,0,0,89.0874358,0
1847,,14,8,1991,PESCA-SLM,TAMAULIPAS,MEXICO,La Pesca region,TAM,23.787763,-97.776215,"JHZM,MDR",NA,"2.100KG, HAY ZANG, ENJ POR FUERA, MUESTRA ENJ PARCIAL, NO HAY PANALES",DESPEJADO,TRAPLINE,44.1466,0.412918,0,0,0,0,0,0,0,0,55.4405,0,0,0,0,0,10.44763543,0
1851_A,,27,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.700KG CON TARA, MUESTRA DE 15'S, KM 60, POCA MIEL Y POLEN, NO ZANG",MEDIO NUBLADO,TRAPLINE,0,4.02921,0,74.5199,0,0,0,0,21.4509,0,0,0,0,0,0,0,66.37231638,0
1851_B,,27,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.700KG CON TARA, MUESTRA DE 15'S, KM 60, POCA MIEL Y POLEN, NO ZANG",MEDIO NUBLADO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.96752662,0
1852,,29,8,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"0.750KG (CON TARA??), MUEST 15'S, KM 5.9, MIEL Y POLEN, NO ZANG",MEDIO NUBLADO,TRAPLINE,0,1.13537,0,98.8646,0,0,0,0,0,0,0,0,0,0,0,0,89.02045374,0
1855_A,,29,8,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"0.850KG (CON TARA??), MUEST DE 15'S, KM 34.9, NO HAY PANALES",DESPEJADO CON VIENTO,TRAPLINE,0,0.0808991,0,97.871,0,0,0,0,2.04813,0,0,0,0,0,0,0,81.05501848,0
1855_B,,29,8,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"0.850KG (CON TARA??), MUEST DE 15'S, KM 34.9, NO HAY PANALES",DESPEJADO CON VIENTO,TRAPLINE,0,0.0904095,0,34.9835,0,0,0,0,27.183,0,37.7431,0,0,0,0,0,97.3608273,0
1857,,29,8,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"2.500KG(CON TARA??), MUEST DE 15'S, ENJAMBRE MULTIPLE CON 2 REINAS, NO ZANG, ENJAMBRE POR FUERA Y POR DENTRO,(NO PANALES??)",DESPEJADO CON VIENTO,TRAPLINE,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,96.79763537,0
1858,,17,9,1991,ACMBRES-VICT,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.100KG, HAY MIEL, NO POLEN NI ZANGANOS",NUBLADO,TRAPLINE,0,2.30639,0,0,0,0,0,0,97.6936,0,0,0,0,0,0,0,89.49941981,0
1860,,17,9,1991,ACMBRES-VICT,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.700KG-TARA, POCA MIEL, NO POLEN NI ZANG",NUBLADO,TRAPLINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.91806875,0
1861,,17,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.650KG, NO MIEL NI POLEN, 1 SOLO ZANG",NUBLADO,TRAPLINE,0,3.33048,0,96.6695,0,0,0,0,0,0,0,0,0,0,0,0,92.04419431,0
1862,,18,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.050KG, POCA MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,2.43096,0,71.7711,0,0,0,0,25.798,0,0,0,0,0,0,0,46.49877393,0
1863,,18,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.800KG, HAY MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,94.92686953,0
1864,,18,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.800KG, POCA MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,0.0587704,0,99.9412,0,0,0,0,0,0,0,0,0,0,0,0,52.45299356,0
1867,,18,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.675KG, POCA MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.89859583,0
1868_A,,NA,NA,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,NA,NA,NA,NA,NA,0,0.734894,0,0,99.2651,0,0,0,0,0,0,0,0,0,0,0,53.14591301,0
1873,,19,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.800KG, POCA MIEL Y POLEN, NO ZANG, HAY CELD ZANG, 4 COPA CELDAS DE REINA",DESPEJADO,TRAPLINE,0,0,0,0,0,22.4664,0,0,0,0,77.5336,0,0,0,0,0,41.32701943,0
1875,,19,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"1.450KG, POCA MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,70.96334135,0
1876,,19,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.850KG, POCA MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,0.230295,0,0,0,0,0,0,99.7697,0,0,0,0,0,0,0,89.5772161,0
1878,,19,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.800KG, POCA MIEL Y POLEN, NO ZANG",MEDIO NUBLADO,TRAPLINE,0,0.875219,0,0,0,0,0,0,74.1571,0,24.9677,0,0,0,0,0,82.10726373,0
1880,,19,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.900KG, MIEL Y POLEN, NO ZANG, 1 COPACELDA DE REINA",MEDIO NUBLADO,TRAPLINE,0,0.000463254,0,0,0,0,0,0,99.9995,0,0,0,0,0,0,0,96.90591417,0
1881,,19,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.650KG, POCA MIEL Y POLEN, NO ZANG",MEDIO NUBLADO,TRAPLINE,0,0.0472562,0,0,0,0,0,0,99.9527,0,0,0,0,0,0,0,89.36633546,0
1883,,19,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.750KG, POCA MIEL Y POLEN, NO ZANG",NUBLADO,TRAPLINE,0,0.253142,0,27.0529,0,0,0,0,0,0,72.694,0,0,0,0,0,66.61307018,0
1884,,19,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"0.750KG, POCA MIEL Y POLEN, NO ZANG",NUBLADO,TRAPLINE,0,1.55262,0,18.4767,0,0,0,0,79.9707,0,0,0,0,0,0,0,78.22408037,0
1887,,20,9,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"2.275KG, POCA MIEL Y POLEN, NO ZANG",NUBLADO CON FRIO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9464544,0
1889,,20,9,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"0.800KG, TIENE POLEN CUCARACHAS Y RATAS, NO ZANG",NUBLADO CON FRIO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.32766044,0
1890_A,,20,9,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"2.370KG, POCA MIEL Y POLEN, NO ZANG",NUBLADO,TRAPLINE,0,0.314404,0,22.3635,0,0,0,0,26.8411,0,50.481,0,0,0,0,0,1.00E-07,0
1890_B,,20,9,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"2.370KG, POCA MIEL Y POLEN, NO ZANG",NUBLADO,TRAPLINE,0,11.4613,0,0,0,0,0,0,88.5387,0,0,0,0,0,0,0,47.61872031,0
1892,,20,9,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"2.050KG, POCA MIEL Y POLEN, NO ZANG",NUBLADO CON FRIO,TRAPLINE,0,3.08427,0,0,0,0,0,0,96.9157,0,0,0,0,0,0,0,79.53969469,0
1893,,20,9,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"0.550KG, POCO POLEN, NO ZANG, ENJ MUY PEQUENO",NUBLADO CON FRIO,TRAPLINE,13.5204,0.255782,0,0,0,0,0,0,86.2238,0,0,0,0,0,0,0,99.9999999,0
1894,,20,9,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"1.21KG, POLEN Y MIEL, NO ZANG",NUBLADO,TRAPLINE,0,0.58478,0,0,0,0,0,0,99.4152,0,0,0,0,0,0,0,99.9999094,0
1895,,20,9,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"1.440KG, MIEL Y POLEN, NO ZANG",NUBLADO,TRAPLINE,0,10.9475,0,36.3995,0,0,0,0,52.653,0,0,0,0,0,0,0,70.94848777,0
1896,,20,9,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"1.410KG, MIEL Y POLEN, NO ZANG, TIENE PANALES CAIDOS",NUBLADO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.46952998,0
1904,,13,8,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,"TRASIEGO #16, LAS REINAS SE ENJAULERON PARA DESPUES CONGELADAS",DESPEJADO,TRAPLINE,0,0.424862,0,63.1471,0,0,0,0,36.428,0,0,0,0,0,0,0,65.52448137,0
1908,,20,9,1991,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,"1.200KG, MIEL Y POLEN, NO ZANG, ORIGINAL SAMPLE # 1902 BUT USED LAST MONTH; THIS ONE RENUMBERED, AC OK, F3 AND Q NEED TO BE RENUMBERED",NUBLADO CON VIENTO,TRAPLINE,0,0.226367,0,13.4069,0,0,0,0,12.8682,0,73.4985,0,0,0,0,0,71.49210785,0
1921,,15,10,1991,ACMBRES-VICT,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"2.550KG, ENJAMBRE PORFUERA, NO ZANG, 1PANAL PEQUENO",DESPEJADO,TRAPLINE,0,0.300867,0,0,0,0,0,0,99.6991,0,0,0,0,0,0,0,37.8719773,0
1923,,15,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"0.650KG, MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,1.15987,0,0,0,0,0,0,98.8401,0,0,0,0,0,0,0,83.32730353,0
1924,,15,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"1.250KG, POCA MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,1.37172,0,40.4664,0,0,0,0,58.1618,0,0,0,0,0,0,0,1.00E-07,0
1926,,15,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"2.200KG, MIEL Y POLEN",DESPEJADO,TRAPLINE,0,2.01615,0,0,0,0,0,0,97.9838,0,0,0,0,0,0,0,89.33577732,0
1928,,15,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"0.800KG, POCO MIEL Y POLEN, QUEEN??",DESPEJADO,TRAPLINE,0,6.32422,0,93.6758,0,0,0,0,0,0,0,0,0,0,0,0,98.4582742,0
1932,,16,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"1.950KG, MIEL Y POLEN, PRES DE ZANG, CELDILLA DE ZANG",DESPEJADO,TRAPLINE,0,0.334374,0,25.5676,0,0,0,0,16.3907,0,57.7073,0,0,0,0,0,85.3538478,0
1934,,16,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"0.350KG, MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,1.67246,12.0436,0,0,0,0,0,86.2839,0,0,0,0,0,0,0,95.23813214,0
1936,,18,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"0.700KG, MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,4.83218,0,95.1678,0,0,0,0,0,0,0,0,0,0,0,0,91.44478584,0
1938,,18,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"1.250KG, MUCHA MIEL Y POLEN",DESPEJADO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.90270803,0
1939,,18,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"1.350KG, MOCHO MIEL Y POLEN, QUEEN?",DESPEJADO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.82628672,0
1941,,18,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"0.600KG, POCO MIEL Y POLEN, PRES DE ZANG",DESPEJADO,TRAPLINE,0,0.123394,0,0,0,0,0,0,14.2293,0,85.6474,0,0,0,0,0,95.03460254,0
1942,,18,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"1.400KG, MUCHO MIEL Y POLEN, NO ZANG, QUEEN?",DESPEJADO,TRAPLINE,0,0.130572,0,2.59148,18.739,0,0,0,78.5389,0,0,0,0,0,0,0,80.94724999,0
1943,,18,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"0.650KG, POCA MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,2.5476,0,4.91995,0,0,0,0,92.5324,0,0,0,0,0,0,0,7.905762223,0
1944,,18,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"0.950KG, MIEL Y PLEN, NO ZANG",DESPEJADO,TRAPLINE,0,4.04366,0,95.9563,0,0,0,0,0,0,0,0,0,0,0,0,91.62259314,0
1952,,22,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"0.500KG, POCA MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,0.84451,0,99.1555,0,0,0,0,0,0,0,0,0,0,0,0,83.90097259,0
1954,,22,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"1.150KG, MUCHO MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1974838,0
1956,,22,10,1991,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"JHZM,MDR",NA,"0.750KG, MIEL Y POLEN, NO ZANG",DESPEJADO,TRAPLINE,0,0.400754,0,0,0,0,0,0,99.5992,0,0,0,0,0,0,0,72.84284629,0
