"ID","Drone","Day","Mo","Year","City_original","State","Country","Location.new","Geocluster","Latitude","Longitude","Collector","Varroa","Other_obs","Weather","Beekeeper","PRCP","TMAX","TMIN"
"1732","",24,4,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR,AFG,IGI,JGL",NA,"PESO:1.500-.375=1.125KG, KM48.7, POCO POLEN Y MIEL BASTANTE NECTAR, PRES DE ZANG, MAY BE SOME CONFUSION AS TO SAMPLE NUMBER, ANITA'S BUZZBUSTER #42RED","NONE","TRAPLINE",0,NA,73
"1688_A","",24,4,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, AFG, MA",NA,"PESO:1.00-.375=0.625KG, KM 9.5, PANAL ZANG, PRES DE ZANG, ENJ PARCIAL, ANITAS BUZZ BUSTER #6RED","NONE","TRAPLINE",0,95,73
"1688_B","",24,4,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, AFG, MA",NA,"PESO:1.00-.375=0.625KG, KM 9.5, PANAL ZANG, PRES DE ZANG, ENJ PARCIAL, ANITAS BUZZ BUSTER #6RED","NONE","TRAPLINE",0,95,73
"1704_B","",24,4,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.25KG, SITIO INTERM KM115.2, MIEL Y POLEN, ANITA'S BUZZBUSTER #25YELLOW","MEDIO NUBLADO","TRAPLINE",0,95,73
"1707_A","",24,4,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.200KG, KM 8.8, PANALES CAIDOS, ""HAY UNA COPACELDA CON UNA LARVA DE REINA, ANITA'S BUZZBUSTER #31YELLOW","NONE","TRAPLINE",0,NA,73
"1707_B","",24,4,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.200KG, KM 8.8, PANALES CAIDOS, ""HAY UNA COPACELDA CON UNA LARVA DE REINA, ANITA'S BUZZBUSTER #31YELLOW","NONE","TRAPLINE",0,NA,73
"1709_A","",24,4,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.650KG, KM 17.3, MIEL Y POLEN, ANITA'S BUZZBUSTER #35GREEN","MEDIO NUBLADO","TRAPLINE",0,NA,73
"1717_B","",24,4,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET EL",NA,"PESO:650 G.-375 G.=0.275KG KM 30.3, POCOS ZANG, ENJ PARCIAL, NO BZZBST #","NONE","TRAPLINE",0,NA,73
"1726","",9,5,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"2.00KG, KM 62.7, 15'S, MIEL Y POCO POLEN","DESPEJADO CON VIENTO","TRAPLINE",0,100,70
"1729","",9,5,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.00KG, SITIO INTERM KM 67.6, PRES DE ZANG, MIEL Y POLEN, QUEEN LOST IN TRANSPORT","DESPEJADO","TRAPLINE",0,100,70
"1733","",9,5,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"2.300KG, KM80, 15'S","MEDIO NUBLADO","TRAPLINE",0,100,70
"1734","",9,5,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.600KG, KM80, 15'S, MIEL","MEDIO NUBLADO","TRAPLINE",0,100,70
"1738","",9,5,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"2.200KG, KM92.9, 15'S, POLEN Y POCA MIEL, QUEEN LOST IN TRANSPORT","MEDIO NUBLADO","TRAPLINE",0,100,70
"1739","",9,5,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.350KG, KM101, 15'S","MEDIO NUBLADO","TRAPLINE",0,100,70
"1736_A","",9,5,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.900, KM89.1, 15'S, PRES DE ZANG, MIEL Y POLEN, queen lost in transport","MEDIO NUBLADO","TRAPLINE",0,100,70
"1780","",18,6,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"TRASIEGO #5, ENJAMBRE PORFUERA, 1 MUESTRA","DESPEJADO","TRAPLINE",0,100,70
"1781","",18,6,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"TRASIEGO #6, 1 MUESTRA, CELL SIZES SUSPECT","DESPEJADO","TRAPLINE",0,100,70
"1783","",18,6,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"TRASIEGO #8, CELL SIZE SUSPECT, LA TRAMPA ESTA DANADA POR UNA ?????","DESPEJADO","TRAPLINE",0,100,70
"1784","",18,6,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"TRASIEGO #9, CELL SIZES SUSPECT","DESPEJADO","TRAPLINE",0,100,70
"1785","",18,6,1991,"ACMBRES-VICT","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"TRASIEGO #10, CELL SIZES SUSPECT","DESPEJADO","TRAPLINE",0,100,70
"1772","",19,6,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.275KG, MUCHA MIEL Y POLEN, NO HAY ZANGANOS","MEDIO NUBLADO","TRAPLINE",0,101,74
"1773","",19,6,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"1.075KG, MUCHA MIEL Y POLEN, NO HAY ZANGANOS","MEDIO NUBLADO","TRAPLINE",0,96,73
"1774","",19,6,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"1.6KG, MUCHA MIEL Y POLEN, PANALES MUY GRANDES","MEDIO NUBLADO CON VIENTO","TRAPLINE",0,96,73
"1775","",19,6,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"0.55KG, ENJAMBRE PEQUENO","MEDIO NUBLADO CON VIENTO","TRAPLINE",0,96,73
"1776","",19,6,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"0.750KG, POCA MIEL Y POLEN, NO HAY ZANGANOS","MEDIO NUBLADO CON VIENTO","TRAPLINE",0,96,73
"1777","",19,6,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"1.5KG, MIEL Y POLEN","MEDIO NUBLADO","TRAPLINE",0,96,73
"1778","",19,6,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"1.7KG, MUCHO MIEL Y POLEN","NUBLADO","TRAPLINE",0,96,73
"1779_A","",19,6,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"1.7KG, MUCHO MIEL Y POLEN","NUBLADO","TRAPLINE",0,96,73
"1779_B","",19,6,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"1.7KG, MUCHO MIEL Y POLEN","NUBLADO","TRAPLINE",0,96,73
"1788","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"TRASIEGO #11, ENJ RECIEN LLEGADO","NUBLADO","TRAPLINE",0,94,70
"1789","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"0.20KG, ENJ PEQUENO, MUESTRA DE ENJ PARCIAL","NUBLADO","TRAPLINE",0,94,70
"1791","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"TRASIEGO #7, ENJ PEQUENO","NUBLADO","TRAPLINE",0,94,70
"1792","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"ABORTED TRASIEGO; LOS PANALES SE CAYERON Y SE MATERON LAS ABEJAS, CASI PURO PANAL ZANGANERO","NUBLADO","TRAPLINE",0,94,70
"1793","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"TRASIEGO #12, MUCHO PANAL DE ZANGANO, ABEJAS MUY CORRELONAS","NUBLADO","TRAPLINE",0,94,70
"1795","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"0.70KG, NO ZANG, ENJ PARCIAL","NUBLADO","TRAPLINE",0,94,70
"1796","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"0.75KG, POCOS ZANG, ENJ PARCIAL","NUBLADO","TRAPLINE",0,94,70
"1797","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"ENJ PARCIAL",NA,"TRAPLINE",0,94,70
"1798","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"ALGUNOS ZANGANOS, ENJ PARCIAL",NA,"TRAPLINE",0,94,70
"1799","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"1.18KG, ENJ POR FUERA, NO ZANG, ENJ ENTERO",NA,"TRAPLINE",0,94,70
"1800","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"0.450KG, PIQUERA PROPOLIZADA DEJONDO UN HUECO PEQUENO",NA,"TRAPLINE",0,94,70
"1801","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"NO ZANG, ENJ PARCIAL","LLUVIA FUERTE","TRAPLINE",0,94,70
"1802","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"NO ZANG, ENJ PARCIAL, BASTANTE POLEN, SIN NECTAR","LLUVIA FUERTE","TRAPLINE",0,94,70
"1803","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"1.24KG, ESTA COLMENA OCUPABA LA MITAD DE LA TRAMPA-LA PARTE DE ABAJO FUE OCUPADO POR RATAS- SE SACO UNA FOTO",NA,"TRAPLINE",0,94,70
"1822","",16,7,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"TRASIEGO #9 NO DATA ON FIELD SHEETS.-WCK","NUBLADO","TRAPLINE",0,94,70
"1807","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"0.80KG, POCO NECTAR Y POLEN, NO ZANG, ENJ PARCIAL",NA,"TRAPLINE",0,91,75
"1808","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"1.00KG, POCOS ZANG, MUCHO HUEVECILLOS, ENJ PARCIAL",NA,"TRAPLINE",0,91,75
"9451","",16,7,1990,"CAR. TAMPICO-VALLES","TAMAULIPAS","MEXICO","Panuco region","VER",22.045135,-98.180972,"RR,BO",NA,"i=25-V-9 RC-EBANO KM 122",NA,NA,0.13,86,75
"9452","",16,7,1990,"CAR. TAMPICO-PANUCO","TAMAULIPAS","MEXICO","Panuco region","VER",22.045135,-98.180972,"RR,BO",NA,"QUEEN CELLS PRESENT, ZANGANOS CHALK BROOD, OLD COMB NO SEALED BROOD NO LARVA LONG BREAKS IN BROOD CYCLE 3 KM N DE PANUCA",NA,NA,0.13,86,75
"6008","",6,5,1988,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"WLR, OP, ET. AL",NA,"SITE-SANTA ANA NWR, 2+1 STINGS","MOSTLY SUNNY, HOT & HUMID","BORDER TRAPLINE",0,90,65
"6014","",7,7,1988,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"OSCAR, LUIS",NA,"SITE-SANTA ANA NWR, 10+9 STINGS","HOT, HUMID, SUNNY","BORDER TRAPLINE",0.16,99,75
"6018","",7,7,1988,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"OSCAR, LUIS",NA,"SITE-SANTA ANA NWR, 8+3 STINGS","HOT, HUMID, SUNNY","BORDER TRAPLINE",0.16,99,75
"6019","",7,7,1988,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"OSCAR, LUIS",NA,"SITE-SANTA ANA NWR, 5+1 STINGS","HOT, HUMID, SUNNY","BORDER TRAPLINE",0.16,99,75
"6020","",7,7,1988,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"OSCAR, LUIS",NA,"SITE-SANTA ANA NWR, 0+0 STINGS","HOT, HUMID, SUNNY","BORDER TRAPLINE",0.16,99,75
"6022","",3,8,1988,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"OSCAR",NA,"SITE-SANTA ANNA NWR, SMALL SWARM","HOT, HUMID, CLOUDY","BORDER TRAPLINE",0,100,79
"6030","",7,11,1988,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EVAN SUGDEN, STEVE ACEVEDO, DALE MAKI",NA,"SITE-SANTA ANA NWR","SUNNY, WARM, BREEZY","BORDER TRAPLINE",0,96,67
"6031","",7,11,1988,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EVAN SUGDEN, STEVE ACEVEDO, DALE MAKI",NA,"SITE-SANTA ANA NWR","SUNNY, WARM, BREEZY","BORDER TRAPLINE",0,96,67
"6032","",7,11,1988,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EVAN SUGDEN, STEVE ACEVEDO, DALE MAKI",NA,"SITE-SANTA ANA NWR","SUNNY, WARM, BREEZY","BORDER TRAPLINE",0,96,67
"5103","",16,5,1989,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #3","CLOUDY HOT AND HUMID","BORDER TRAPLINE",0,94,76
"5107","",16,5,1989,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #4,LARGE COLONY W/OUTSIDE COMBS DROPED IN REMOVING MOST SAMPLES LOST","CLOUDY HOT AND HUMID","BORDER TRAPLINE",0,94,76
"5110","",16,5,1989,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #4, COMB DAMAGED","CLOUDY HOT AND HUMID","BORDER TRAPLINE",0,94,76
"5111","",16,5,1989,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #3, BEES ON OUTSIDE OF TRAP;COMB DAMAGED TOT WT 20 WT MINUS JP JP","CLOUDY HOT AND HUMID","BORDER TRAPLINE",0,94,76
"5114","",16,5,1989,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #5","CLOUDY HOT AND HUMID","BORDER TRAPLINE",0,94,76
"6074","",18,7,1989,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"RM, KRW",NA,"SITE-SANTA ANA NWR, 13.3 GROSS 8 TARE","MOSTLY SUNNY W/SLIGHT BREEZE, ~100F","BORDER TRAPLINE",0,100,80
"6077","",20,3,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR, 2 1/2 METERS 1 EGG FOUND DRONES PRESENT","70F, CLEAR, 5MPH","BORDER TRAPLINE",0,78,55
"6078","",20,3,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR","22C, CLEAR, 5MPH","BORDER TRAPLINE",0,78,55
"6079","",20,3,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR, DRONES PRESENT","CLEAR, 21C, 5MPH","BORDER TRAPLINE",0,78,55
"6076_A","",20,3,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR, EXPOSED FERAL COLONY OUTSIDE OF TRAP","70F, CLEAR, 5MPH","BORDER TRAPLINE",0,78,55
"6076_B","",20,3,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR, EXPOSED FERAL COLONY OUTSIDE OF TRAP","70F, CLEAR, 5MPH","BORDER TRAPLINE",0,78,55
"6085_A","",16,4,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,JA",NA,"SITE-SANTA ANA NWR, DRONES PRESENT 11LB-8LB=3LB NOTE: FERAL COLONY ON THE OUTSIDE OF TRAP (NO BEHAVIOR TEST DONE)",NA,"BORDER TRAPLINE",0,88,71
"6089","",5,6,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EAS",NA,"SITE SANTA ANA NWR, WT. 11-7=4",NA,"BORDER TRAPLINE",0,98,79
"6090","",5,6,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EAS",NA,"SITE-SANTA ANA NWR, 21-7=14",NA,"BORDER TRAPLINE",0,98,79
"6091_A","",5,6,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EAS",NA,"SITE-SANTA ANA NWR, RAN OUT OF CON. VIALS ALL FROZEN BEES IN A BAG WT. 9-7=2",NA,"BORDER TRAPLINE",0,98,79
"6091_B","",5,6,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EAS",NA,"SITE-SANTA ANA NWR, RAN OUT OF CON. VIALS ALL FROZEN BEES IN A BAG WT. 9-7=2",NA,"BORDER TRAPLINE",0,98,79
"6093_A","",6,6,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"ART,ROBERT,RICHARD",NA,"SITE-SANTA ANA NWR","98F HOT 5-10 WIND 20% CLOUDS","BORDER TRAPLINE",0,100,77
"6098_A","",23,7,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"ART,ROBERT",NA,"SITE-SANTA ANA NWR, 9LB-8LB=1LB NO BROOD NO POLLEN","90% CLOUDS 120-15 MPH WINDS","BORDER TRAPLINE",0,90,77
"6098_B","",23,7,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"ART,ROBERT",NA,"SITE-SANTA ANA NWR, 9LB-8LB=1LB NO BROOD NO POLLEN","90% CLOUDS 120-15 MPH WINDS","BORDER TRAPLINE",0,90,77
"6099","",20,9,1990,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC, RM",NA,"SITE-SANTA ANA NWR, 0 SQ IN BROOD, 1 POLLEN, 4 HONEY, NO QUEEN FOUND, POLLEN SAMPLE TAKEN","95F, 09:24H","BORDER TRAPLINE",0.09,94,78
"6102","",18,4,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-SANTA ANA NWR #1, 0.963KG, P,H SAMPLES,UNABLE TO FIND QUEEN, DRONES PRESENT, EXPOSED COLONY","70F, 90% CLOUDS, 5MPH","BORDER TRAPLINE",0,98,75
"6103","",18,4,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-STA ANA NWR #2, 0.394KG, P,B,H SAMPLES","70F, 90% CLOUDS, 5MPH","BORDER TRAPLINE",0,98,75
"6104","",18,4,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-STA ANA NWR #10, 0.327KG, P,H,B SAMPLES","70F, 90% CLOUDS, 5MPH","BORDER TRAPLINE",0,98,75
"6107","",18,4,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-STA ANA NWR #8, 0.842KG, P,H SAMPLES, DRONES PRESENT, ""SWARM JUST MOVING IN""(??), DRONE CELLS PRESENT","70F, 90% CLOUDS, 5MPH","BORDER TRAPLINE",0,98,75
"5237","",14,5,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RM,FS",NA,"SITE-ZANJA, P,H SAMPLES, 0.585KG, NO QUEEN FOUND","18C, 100% CLOUDS, 5MPH, WET,RAINY","BORDER TRAPLINE",2.45,88,67
"6112","",17,5,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RM,FS",NA,"SANTA ANA NWR #5, ANITA'S #12, 1.298KG, P,H SAMPLES, NO QUEEN FOUND","29C, O%CLOUDS,5MPH,SUNNY","BORDER TRAPLINE",0.02,90,70
"6113","",17,5,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RM,FS",NA,"SANTA ANA NWR #6, ANITA'S #13, 0.372KG, P,H SAMPLES","29C, O%CLOUDS,5MPH,SUNNY","BORDER TRAPLINE",0.02,90,70
"6114","",17,5,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RM,FS",NA,"SANTA ANA NWR #7, ANITA'S #14, 0.173KG, P,H SAMPLES","29C, O%CLOUDS,5MPH,SUNNY","BORDER TRAPLINE",0.02,90,70
"6115","",17,5,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RM,FS",NA,"SANTA ANA NWR #8, SUGDEN #30-0463, ANITA'S #10, 0.059KG, P,H SAMPLES","29C, O%CLOUDS,5MPH,SUNNY","BORDER TRAPLINE",0.02,90,70
"5260","",11,6,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"ART, ROBERT, FRED",NA,"SITE-ZANJA, 1205.56","90F, CLOUDY","BORDER TRAPLINE",0.6,93,74
"6118","",14,6,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #1, 336.47GM","38C 20% CLOUD COVER","BORDER TRAPLINE",0,96,79
"6119","",14,6,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #4, 718.16GM","38C 20% CLOUD COVER","BORDER TRAPLINE",0,96,79
"6120","",14,6,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #5, 2111.67GM","39C 20% CLOUD COVER","BORDER TRAPLINE",0,96,79
"6122","",14,6,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #8, 562.95GM","39C 30% CLOUD COVER","BORDER TRAPLINE",0,96,79
"6121_A","",14,6,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #8, 1084.98GM","39C 30% CLOUD COVER","BORDER TRAPLINE",0,96,79
"6126","",18,7,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS, R.MUMFORD",NA,"SITE-SANTA ANA NWR #7","34F, 0% CLOUDS, 3-5MPH WIND, HOT AND HUMID","BORDER TRAPLINE",0,97,75
"6128","",18,7,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS, R.MUMFORD",NA,"SITE-SANTA ANA NWR #8","34F, 0% CLOUDS, 3-5MPH WIND, HOT AND HUMID","BORDER TRAPLINE",0,97,75
"6127_B","",18,7,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS, R.MUMFORD",NA,"SITE-SANTA ANA NWR #8","34F, 0% CLOUDS, 3-5MPH WIND, HOT AND HUMID","BORDER TRAPLINE",0,97,75
"6129","",14,8,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EAS, AC, RM",NA,"SITE-SANTA ANA NWR #2, P,H SAMPLES","30C, SUNNY, WARM, WIND 5 MPH","BORDER TRAPLINE",0,99,78
"6130","",14,8,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EAS, AC, RM",NA,"SITE-SANTA ANA NWR #3, P,H SAMPLES, EGGS TO EDGE","30C, SUNNY, WARM, WIND 5 MPH","BORDER TRAPLINE",0,99,78
"6133","",14,8,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EAS, AC, RM",NA,"SITE-SANTA ANA NWR #7, P,H SAMPLES","30C, SUNNY, WARM, WIND 5 MPH","BORDER TRAPLINE",0,99,78
"6134","",14,8,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EAS, AC, RM",NA,"SITE-SANTA ANA NWR #8, P,H SAMPLES, MULTIPLE EGGS, QUEEN NOT IN GOOD SHAPE, ORIGINAL POSSIBLY DIED, EGGS TO EDGE, 2 Q CELLS","30C, SUNNY, WARM, WIND 5 MPH","BORDER TRAPLINE",0,99,78
"6135","",14,8,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"EAS, AC, RM",NA,"SITE-SANTA ANA NWR #110, P,H SAMPLES,POSSIBLY 3RD GENERATION LARVAE POSSIBLY 1 WEEK OLD, EGGS TO EDGE,","30C, SUNNY, WARM, WIND 5 MPH","BORDER TRAPLINE",0,99,78
"5320","",18,10,1991,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS, J.CANTU",NA,"SITE-ZANJA, P,H SAMPLES",NA,"BORDER TRAPLINE",0,90,62
